// Ability_KingKlout1	
Ability_KingKlout1_name	Goblin Toss
Item_Soultrap_description_simple	Заряжается при смерти героев врага. Использует заряды для исцеления.
Item_Soultrap_search_terms	soultrap,soul,heal,strength,str,st,urn,shadows,urn of shadows,trap,ловушкадуш,душа,хил,исцеление,сила,сил,тени,урнатеней,урна,ловушка
Item_Soultrap_shop_flavor	
Item_Soultrap_shop_categories	Filter_Activatable,Filter_Regeneration
Item_Soultrap_IMPACT_effect	Выберите союзника (или вашего героя), чтобы исцелить на 360 ед. за 12 секунд. Исцеление прерывается при получении любого урона.
	
// State_Soultrap_Ally	
State_Soultrap_Ally_name	Soul's Release
State_Soultrap_Ally_FRAME_effect	Эффект снимается при получении урона.
	
// Item_Stealth	
Item_Stealth_name	Assassin's Shroud
Item_Stealth_description	Использование накладывает на владельца Незаметность на 9 секунд.
Item_Stealth_description_simple	Использование позволяет владельцу стать невидимым на 9 секунд. Незаменимо для тактики «бей и беги».
Item_Stealth_search_terms	assassinsshroud,плащубийцы,assassinshroud,покровубийцы,shroud,плащ,assassin,убийца,asassinsshroud,ассассин,asassinshroud,асассин,shroud,накидка,asassin,асасин,assasinsshroud,накидкаубийцы,assasinshroud,одеждаубийцы,shroud,плаш,assasin,убивец,lotharsblade,клиноклотара,lothar,лотар,lothars,лотара,invisible,невидимый,invisibility,невидимость,mobility,мобильность,movementspeed,скоростьдвижения,movespeed,скоростьпередвижения,attackspeed,скоростьатаки,as,са,damage,урон,dmg,ур,stealth,скрытность,cowardly,крыса,pansy,крысочитер,escape,сбежать
Item_Stealth_effect_header	Stealth Effect(s)
Item_Stealth_shop_flavor	Легенда гласит, что Плащи убийц были сшиты по выкройкам одеяния проклятого душегуба, который века назад заколол Слепого пророка Соляриса. Многие этому не верят и, как водится, винят в той беде женщину. Как бы то ни было, Плащ делает удары более быстрыми и смертоносными. Он позволяет сливаться с тенью и словно растворяться в ней.
