Ability_Hammerstorm3_effect_header,Эффект(-ы) Mighty Swing
Ability_Hammerstorm3_IMPACT_effect:on,"При активации, выключает Mighty Swing."
Ability_Hammerstorm3_ATTACK_IMPACT_effect,"Наносит {25,50,75,100}% урона по области в радиусе 300 ед."
Ability_Hammerstorm3_ATTACK_IMPACT_effect:on,"Наносит {25,50,75,100}% урона по области в радиусе 300 ед."
Ability_Hammerstorm3_tooltip_flavor,Всем достанется.
Ability_Hammerstorm3_IMPACT_effect:off,"При активации, включает Mighty Swing."
Ability_Hammerstorm3_name:off,Mighty Swing
Ability_Hammerstorm3_ATTACK_IMPACT_effect:off,
Ability_Hammerstorm4_name,Brute Strength
Ability_Hammerstorm4_description,"Hammerstorm даёт волю дикой ярости, ненадолго значительно усиливая свои атаки."
Ability_Hammerstorm4_description_simple,"Активируйте для увеличения силы атаки героя на ^o{100,125,150}% от базовой урона^* на 25 сек."
